scorer,,,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie,annie
labeled-data,0001_vid,img299981.png,912.1039103,456.1527155,903.7632957,447.3731212,902.4463565,458.7865938,875.2296141,451.7629184,856.3534862,442.983324,849.3298107,425.863115,850.2077702,411.3767844,878.7414518,445.6172023,878.7414518,460.5425127,416.9200888,633.2783217,428.1276204,623.0896567,414.8823558,617.9953241,433.7313861,595.0708278,448.5049505,563.9953994,461.2407818,535.4671373,474.4860463,511.0143412,440.3540184,603.2217598,423.5427211,596.0896943,410.6020032,166.4560381,433.0746002,162.3284182,421.1503651,148.1110609,457.8403194,141.2316945,499.1165179,123.8039662,538.0995943,118.7590975,562.406689,121.9694685,461.9679392,155.4490518,447.7505819,131.1419571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img305386.png,850.5460149,163.1987883,850.5460149,177.5062754,865.7206224,170.5693119,872.6575858,200.9185269,887.8321934,219.5616162,903.0068009,233.435543,913.8458062,243.8409882,860.5178998,197.8836054,877.8603084,191.3802022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img313494.png,1121.503061,552.6605096,1125.340069,574.4035543,1140.688101,569.9270451,1139.409098,601.2626096,1149.001618,633.2376754,1159.87314,668.4102479,1166.907655,699.106311,1121.503061,597.4256017,1148.362117,589.1120846,815.1767145,254.2545626,823.8804358,269.6838867,828.2322965,256.6283048,852.3653419,270.4751341,875.70714,278.7832317,891.5320878,291.44319,904.5876698,310.4331274,843.6616206,278.7832317,848.0134813,261.3757891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img318899.png,990.2305126,237.958118,989.5151382,224.3660053,976.6383999,231.5197488,966.9808461,211.4892669,943.0158052,201.8317132,916.9046413,202.5470875,903.3125286,209.700831,976.996087,210.4162054,964.1193487,222.9352566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img332411.png,1007.858732,449.6926683,1025.743091,452.5379072,1022.084927,438.7181754,1051.350241,437.4987873,1069.641063,429.775996,1085.086645,419.6144285,1102.971004,408.6399355,1042.408062,446.8474294,1037.936972,435.4664738,674.6950758,870.1729132,692.2542644,873.2457712,684.3526295,855.6865825,722.1048852,841.6392316,753.2724451,825.8359618,795.8534777,806.9598339,812.9736867,797.3022801,718.1540678,859.1984203,706.7405951,839.0053533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img335114.png,786.2789778,276.9785373,791.725578,269.3532971,783.7372311,267.5377637,793.1780047,249.3824297,801.5294584,234.4950558,813.1488721,219.6076819,827.6731393,210.1669083,798.2614983,256.6445633,785.5527645,252.2872831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img343221.png,969.730092,288.9746065,966.5217465,299.0006865,978.9540856,295.3912977,982.5634744,323.0632784,992.9905976,344.7196111,1003.417721,364.3707279,1009.032325,380.0114126,971.3342648,325.0684944,988.9801656,316.6465872,994.4537955,499.0372403,982.4062411,485.7540392,983.0240644,501.1996218,965.7250118,489.7698907,943.7922845,484.2094809,926.8021435,477.1045129,907.9585327,466.6015167,971.2854216,481.1203644,966.9606584,499.0372403,694.1660618,386.9537955,690.7842921,397.944547,703.4659284,395.8309409,700.0841587,421.6169347,702.6204859,444.44388,704.3113708,468.1162677,702.1977647,487.9841645,690.7842921,419.9260499,708.5385829,416.121559,632.8142429,474.9041948,621.1948292,461.4692477,618.2899757,479.9876883,598.682215,462.9216744,559.8298003,452.7546874,518.4356388,442.950807,493.0181712,437.5042068,606.670562,456.0226475,602.3132818,475.2673015,201.0505935,669.8328673,219.3901905,666.7112338,208.8546773,654.6149038,244.7534631,635.8851025,276.7502069,611.3022383,311.8685843,588.2801909,330.9885898,574.6230442,248.2653008,648.7618409,233.8277457,630.812448
labeled-data,0001_vid,img356734.png,608.7485973,233.9370651,625.9367457,239.9847469,624.6635495,226.2978881,655.5385567,232.6638689,683.2305735,233.300467,704.8749085,232.6638689,718.8800664,231.0723737,653.6287625,243.8043355,653.9470615,224.7063928,384.1685437,416.5253119,359.4664505,418.3896208,372.0505357,433.7701695,327.7731988,456.1418765,299.3424878,485.0386648,270.4456995,513.4693759,255.0651508,527.9177701,319.3838087,449.1507181,339.4251296,465.9294984,286.3364265,633.0452831,283.1876954,644.7405699,298.9313507,637.993289,311.0764562,672.179512,329.5190239,700.5180915,347.5117728,743.7006889,352.00996,764.3923501,297.1320758,671.7296932,317.8237371,661.8336813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img364842.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img372949.png,811.9518395,406.0900595,820.7747898,416.5171827,824.7852218,400.0744115,849.2488569,420.1265715,870.5041464,427.7463922,892.1604792,433.360997,910.6084663,437.7724722,839.6238202,425.7411762,844.4363385,410.5015347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img381057.png,864.7286445,253.373557,876.5570476,257.6449248,875.2427806,241.8737206,899.8852872,246.8022219,921.570693,243.5165543,945.5560661,240.5594535,961.6558371,236.2880857,892.9853854,255.6735243,887.0711838,241.8737206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img391867.png,573.4908085,544.9133305,553.7204627,550.8097494,565.1664523,559.4809537,538.1122949,571.9674879,528.7473943,583.4134775,517.3014046,601.1027343,505.5085668,614.629813,538.8059913,564.6836763,547.8240437,573.3548805,188.0513743,603.3924742,176.2151805,615.6839063,197.6113771,617.0496209,185.319945,643.9086762,182.1332774,677.5963049,186.6856596,720.3886981,193.9694713,737.6877506,173.4837511,641.1772469,199.8875682,642.5429615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img416190.png,1079.579956,356.9053629,1079.10846,370.5787682,1092.310368,359.7343433,1103.62629,390.8531277,1120.128676,418.671435,1130.9731,458.2771606,1137.574055,482.7949907,1091.367375,394.1536048,1113.056225,380.0087028,376.1680933,350.0482128,355.2219627,351.8964008,366.619122,367.2979674,339.820396,373.7666254,315.1778894,393.1725993,284.9908189,414.4267613,257.8840616,430.4443906,336.1240201,364.8337167,348.4452734,381.1593774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img424297.png,888.2382496,683.9940278,875.898042,688.2862739,888.2382496,699.55342,865.7039574,719.4050583,854.4368114,749.4507812,850.681096,775.204258,850.1445652,793.446304,860.8751805,712.9666892,873.7519189,719.4050583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img435107.png,1035.48397,317.8768143,1031.061655,299.8190314,1019.268818,309.7692383,1008.950085,289.8688245,994.2090372,271.8110415,975.0456758,254.1217848,964.3584165,246.0142088,1021.111449,286.920615,1004.52777,300.92461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img467538.png,693.4924853,299.7621266,701.6867734,308.8343741,704.6133048,296.8355952,718.0753495,304.4445769,741.7802542,304.7372301,765.485159,294.49437,779.8251631,282.7882442,711.9296334,311.7609056,714.8561649,295.6649826,389.1472376,838.5826321,393.7429759,828.242221,381.6791629,827.6677537,387.9983031,802.3911932,387.9983031,771.3699598,386.8493685,738.6253246,383.9770321,713.9232314,395.4663778,808.7103333,378.8068265,808.7103333,479.6560681,362.6370785,493.5106329,361.7335199,488.3904676,349.0836999,505.8592667,345.7706518,526.641114,335.5303212,550.4348231,322.579315,565.1929465,316.8567773,505.2568944,356.0109823,499.2331705,342.4576036,315.9383112,237.0869707,337.1582475,233.6917809,325.2750832,216.2914332,362.1977722,205.2570663,391.4812842,189.9787122,421.189195,173.0027633,438.5895427,165.7879849,363.0465697,218.8378255,350.3146079,201.0130791,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img481050.png,659.2332346,850.3971479,674.0772524,844.0996858,664.1812405,835.5531301,681.274352,817.5603812,697.0180073,800.017451,713.6613,783.823977,727.1558617,768.5301404,683.0736269,825.6571182,673.177615,819.3596561,,,,,,,284.0768326,45.71209937,324.9832388,103.8633632,361.4781699,155.998979,393.5616258,190.0876508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img491861.png,831.9356459,400.3806134,835.0085039,387.6502016,822.7170719,389.8451002,827.5458487,363.5063172,827.5458487,335.4116153,837.6423822,315.2185483,847.7389157,311.2677308,831.9356459,371.8469318,818.7662544,374.0418304,175.6967373,787.5824021,188.9094848,772.0717854,169.3775972,769.199449,191.7818212,724.3910008,204.4201015,680.7314872,213.6115781,642.8166464,215.3349799,612.3698804,204.4201015,737.0292811,176.2712046,727.2633372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img499968.png,909.7082869,245.5752291,912.4397163,259.687614,923.8206719,249.6723731,932.0149599,272.8895226,952.5006801,293.8304809,974.8073531,315.2266775,991.6511675,329.7943007,923.8206719,276.0761902,935.6568657,265.605711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img502671.png,954.0845975,791.1023691,974.3426985,792.0670406,960.3549621,780.0086471,983.9894133,761.679889,995.565471,738.5277736,998.4594855,714.4109866,993.1537923,703.7996004,986.401092,777.1146327,974.3426985,765.0562392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img516183.png,675.1371717,389.2137282,687.873003,375.4590303,671.5711389,374.9495971,681.759804,345.9119017,683.2881037,316.3647731,683.797537,285.2893447,684.3069702,272.0440802,687.3635697,355.5911335,670.5522724,356.1005668,225.983422,540.7105061,241.5428142,526.7607062,223.8372989,523.5415216,243.1524065,497.7880449,253.3464911,467.742322,259.2483295,433.9408838,257.1022064,410.8700609,245.8350603,514.9570294,227.0564835,506.9090679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img524291.png,930.8068173,543.50155,915.1552936,542.2659034,925.0404665,556.6817805,903.6225919,561.2124848,884.2641283,575.2164797,866.9650757,589.6323569,847.1947299,600.7531764,901.1512986,552.5629585,913.0958825,566.1550712,765.2828421,824.2697255,772.6100098,847.6250723,786.3484491,836.6343209,797.3392005,867.3168353,817.0309635,890.6721821,845.4237381,925.9341763,865.573449,953.4110549,784.0587092,870.9804191,803.2925242,859.0737717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img526994.png,1003.071347,695.7651876,991.2568309,706.9889777,1008.387879,714.0776872,990.0753793,729.4365578,981.8052182,756.6099443,969.9907024,789.0998628,965.8556218,805.0494592,981.8052182,724.7107515,998.3455404,729.4365578,,,153.441414,792.0751698,,,159.1481504,752.1280155,188.9499956,710.9126976,216.8495954,658.2839071,233.9698044,616.4345074,169.9275412,770.5163881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img540506.png,936.4551585,403.3071449,931.7130936,414.8235881,944.5844125,416.1784637,931.0356558,450.0503555,928.3259045,473.0832419,926.9710288,501.535631,926.9710288,515.0843877,922.228964,446.6631663,939.1649098,446.6631663,563.0859053,836.7156134,575.9247071,825.5514379,561.4112789,818.8529326,580.9485861,801.5484605,598.8112669,768.0559339,616.6739478,734.5634073,624.4888706,719.4917704,584.8560475,810.4798009,569.7844106,803.2230868,249.4171822,884.0007743,245.7888252,910.7947956,261.1395666,900.1888288,267.5589675,935.6350861,,,,,,,254.4410612,933.402251,279.0022474,919.726136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img548614.png,634.8126845,690.8930547,643.3484013,683.4954336,630.8293501,682.357338,634.8126845,669.8382868,635.3817323,639.1097066,633.1055412,604.9668397,624.0007767,583.9120718,644.4864968,674.9597168,627.9841112,674.3906691,518.8492146,572.5853112,516.0310732,553.1401355,501.9403662,563.8490728,497.7131541,539.894871,477.4225361,518.1951822,446.1411666,497.9045642,430.0777607,495.6500511,507.2948349,535.949473,494.8950127,547.5038528,318.1260098,653.7152663,328.6615231,640.2532217,314.6141721,641.4238342,326.3202979,606.3054569,333.9292797,571.7723858,335.6851985,529.6303329,333.3439734,500.9503247,336.2705048,613.3291323,315.7847847,610.9879072,301.5679162,358.9195967,316.0248534,364.0397619,308.4951986,349.2816385,339.8185625,344.4626595,364.8170164,330.3069084,388.6107256,321.8736951,410.2961314,314.0428541,338.6138178,355.0041762,328.3734872,339.041308,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img551316.png,535.1827291,267.4835515,553.7467508,270.5775551,551.0394976,252.0135334,586.6205391,254.3340361,617.9473256,248.9195298,642.312604,244.2785244,662.4236274,243.1182731,583.5265355,265.1630488,578.1120292,246.9857776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,0001_vid,img581044.png,528.5230608,854.9359814,528.5230608,837.0976883,514.9905626,842.6337103,514.9905626,826.0256444,501.4580644,794.6548531,493.4615882,769.4351974,493.4615882,753.4422449,523.6021523,823.5651901,507.6091999,832.1767799,167.973133,788.4359738,172.921139,814.5254597,187.3153381,796.5327108,206.2077245,828.4698401,236.3455789,849.61132,278.1787201,884.2473617,296.6212877,901.7902919,193.6128002,835.2171209,214.7542802,811.3767286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
